	source	target	weight	source_freq	target_freq	source_type	target_type	edge_sample	fscolor	sscolor	edcolor	num_samps
205	Conchiformibius	Janibacter	0.892841614772	20	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
206	Janibacter	Flavobacterium	1.0	1	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
207	Flavobacterium	Janibacter	1.0	2	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
208	Kandleria	Catenibacterium	0.999839622997	4	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
209	Catenibacterium	Kandleria	0.999839622997	5	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
210	Kocuria	Arcanobacterium	0.874180615117	10	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
211	Arcanobacterium	Kocuria	0.874180615117	11	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
212	Kocuria	Aureimonas	0.904098666972	10	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
213	Aureimonas	Kocuria	0.904098666972	10	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
214	Kocuria	Crocosphaera	0.904098666972	10	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
215	Crocosphaera	Kocuria	0.904098666972	23	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
216	Kocuria	Exiguobacterium	0.945335991606	10	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
217	Exiguobacterium	Kocuria	0.945335991606	2	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
218	Kocuria	Gulbenkiania	0.904098666972	10	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
219	Gulbenkiania	Kocuria	0.904098666972	3	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
220	Kocuria	Helicobacter	0.904098666972	10	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
221	Helicobacter	Kocuria	0.904098666972	10	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
222	Leucobacter	Arcanobacterium	0.964419171283	35	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
223	Arcanobacterium	Leucobacter	0.964419171283	11	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
224	Leucobacter	Aureimonas	0.995004358983	35	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
225	Aureimonas	Leucobacter	0.995004358983	10	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
226	Leucobacter	Crocosphaera	0.995004358983	35	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
227	Crocosphaera	Leucobacter	0.995004358983	23	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
228	Leucobacter	Exiguobacterium	0.975043618998	35	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
229	Exiguobacterium	Leucobacter	0.975043618998	2	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
230	Leucobacter	Gulbenkiania	0.995004358983	35	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
231	Gulbenkiania	Leucobacter	0.995004358983	3	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
232	Leucobacter	Helicobacter	0.995004358983	35	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
233	Helicobacter	Leucobacter	0.995004358983	10	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
234	Leucobacter	Kocuria	0.898002101013	35	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
235	Kocuria	Leucobacter	0.898002101013	10	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
236	Leuconostoc	Brochothrix	0.990457858939	6	22	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
237	Brochothrix	Leuconostoc	0.990457858939	22	6	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
238	Levyella	Catabacter	0.818093332827	28	3	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	57
239	Catabacter	Levyella	0.818093332827	3	28	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	57
240	Levyella	Faecalicoccus	0.818093332827	28	4	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	57
241	Faecalicoccus	Levyella	0.818093332827	4	28	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	57
242	Mageeibacillus	Chlamydia	0.845815640552	1	14	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc	57
243	Chlamydia	Mageeibacillus	0.845815640552	14	1	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc	57
244	Mangrovimonas	Actinobacillus	0.989910959455	38	22	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
245	Actinobacillus	Mangrovimonas	0.989910959455	22	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
246	Mangrovimonas	Avibacterium	0.809039834956	38	13	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
247	Avibacterium	Mangrovimonas	0.809039834956	13	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
248	Mangrovimonas	Basfia	1.0	38	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
249	Basfia	Mangrovimonas	1.0	3	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
250	Mangrovimonas	Bibersteinia	0.946963109332	38	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
251	Bibersteinia	Mangrovimonas	0.946963109332	1	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
252	Mangrovimonas	Dehalobacter	1.0	38	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
253	Dehalobacter	Mangrovimonas	1.0	14	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
254	Mangrovimonas	Echinicola	1.0	38	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
255	Echinicola	Mangrovimonas	1.0	3	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
256	Mangrovimonas	Gallibacterium	0.910134185936	38	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	57
257	Gallibacterium	Mangrovimonas	0.910134185936	3	38	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	57
258	Mannheimia	Actinobacillus	0.898732012462	1	22	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
259	Actinobacillus	Mannheimia	0.898732012462	22	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
260	Mannheimia	Basfia	0.843392975508	1	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
261	Basfia	Mannheimia	0.843392975508	3	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
262	Mannheimia	Dehalobacter	0.843392975508	1	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
263	Dehalobacter	Mannheimia	0.843392975508	14	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
264	Mannheimia	Echinicola	0.843392975508	1	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
265	Echinicola	Mannheimia	0.843392975508	3	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
266	Mannheimia	Gallibacterium	0.837996513541	1	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	57
267	Gallibacterium	Mannheimia	0.837996513541	3	1	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	57
268	Mannheimia	Mangrovimonas	0.843392975508	1	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
269	Mangrovimonas	Mannheimia	0.843392975508	38	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
270	Marvinbryantia	Acetivibrio	0.833758742039	1	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
271	Acetivibrio	Marvinbryantia	0.833758742039	27	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
272	Marvinbryantia	Anaerotruncus	0.835309168828	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
273	Anaerotruncus	Marvinbryantia	0.835309168828	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
274	Marvinbryantia	Faecalitalea	0.833778847042	1	41	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
275	Faecalitalea	Marvinbryantia	0.833778847042	41	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
276	Methylobacterium	Arcanobacterium	0.9500639412	5	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
277	Arcanobacterium	Methylobacterium	0.9500639412	11	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
278	Methylobacterium	Aureimonas	0.980451337463	5	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
279	Aureimonas	Methylobacterium	0.980451337463	10	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
280	Methylobacterium	Crocosphaera	0.980451337463	5	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
281	Crocosphaera	Methylobacterium	0.980451337463	23	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
282	Methylobacterium	Exiguobacterium	1.0	5	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
283	Exiguobacterium	Methylobacterium	1.0	2	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
284	Methylobacterium	Gulbenkiania	0.980451337463	5	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
285	Gulbenkiania	Methylobacterium	0.980451337463	3	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
286	Methylobacterium	Helicobacter	0.980451337463	5	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
287	Helicobacter	Methylobacterium	0.980451337463	10	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
288	Methylobacterium	Kocuria	0.945335991606	5	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
289	Kocuria	Methylobacterium	0.945335991606	10	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
290	Methylobacterium	Leucobacter	0.975043618998	5	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
291	Leucobacter	Methylobacterium	0.975043618998	35	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
292	Microbacterium	Arcanobacterium	0.969895294641	12	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
293	Arcanobacterium	Microbacterium	0.969895294641	11	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
294	Microbacterium	Aureimonas	1.0	12	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
295	Aureimonas	Microbacterium	1.0	10	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
296	Microbacterium	Crocosphaera	1.0	12	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
297	Crocosphaera	Microbacterium	1.0	23	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
298	Microbacterium	Exiguobacterium	0.980451337463	12	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
299	Exiguobacterium	Microbacterium	0.980451337463	2	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
300	Microbacterium	Gulbenkiania	1.0	12	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
301	Gulbenkiania	Microbacterium	1.0	3	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
302	Microbacterium	Helicobacter	1.0	12	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
303	Helicobacter	Microbacterium	1.0	10	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
304	Microbacterium	Kocuria	0.904098666972	12	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
305	Kocuria	Microbacterium	0.904098666972	10	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
306	Microbacterium	Leucobacter	0.995004358983	12	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
307	Leucobacter	Microbacterium	0.995004358983	35	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
308	Microbacterium	Methylobacterium	0.980451337463	12	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
309	Methylobacterium	Microbacterium	0.980451337463	5	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
310	Micrococcus	Arcanobacterium	0.801572679213	15	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
311	Arcanobacterium	Micrococcus	0.801572679213	11	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
312	Micrococcus	Aureimonas	0.829005789222	15	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
313	Aureimonas	Micrococcus	0.829005789222	10	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
314	Micrococcus	Crocosphaera	0.829005789222	15	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
315	Crocosphaera	Micrococcus	0.829005789222	23	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
316	Micrococcus	Exiguobacterium	0.922836863875	15	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
317	Exiguobacterium	Micrococcus	0.922836863875	2	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
318	Micrococcus	Gulbenkiania	0.829005789222	15	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
319	Gulbenkiania	Micrococcus	0.829005789222	3	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
320	Micrococcus	Helicobacter	0.829005789222	15	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
321	Helicobacter	Micrococcus	0.829005789222	10	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
322	Micrococcus	Kocuria	0.916941722742	15	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
323	Kocuria	Micrococcus	0.916941722742	10	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
324	Micrococcus	Leucobacter	0.823415593529	15	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
325	Leucobacter	Micrococcus	0.823415593529	35	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
326	Micrococcus	Methylobacterium	0.922836863875	15	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
327	Methylobacterium	Micrococcus	0.922836863875	5	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
328	Micrococcus	Microbacterium	0.829005789222	15	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
329	Microbacterium	Micrococcus	0.829005789222	12	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
330	Microvirga	Acinetobacter	0.996269364243	16	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
331	Acinetobacter	Microvirga	0.996269364243	11	16	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
332	Microvirga	Aliterella	1.0	16	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
333	Aliterella	Microvirga	1.0	20	16	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
334	Microvirga	Arthrobacter	1.0	16	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
335	Arthrobacter	Microvirga	1.0	1	16	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
336	Microvirga	Azohydromonas	1.0	16	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
337	Azohydromonas	Microvirga	1.0	2	16	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
338	Microvirga	Delftia	1.0	16	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
339	Delftia	Microvirga	1.0	7	16	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
340	Mitsuokella	Brochothrix	0.997559771177	11	22	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
341	Brochothrix	Mitsuokella	0.997559771177	22	11	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
342	Mitsuokella	Leuconostoc	0.984876273889	11	6	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
343	Leuconostoc	Mitsuokella	0.984876273889	6	11	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
344	Mobiluncus	Chlamydia	0.858930969616	1	14	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc	57
345	Chlamydia	Mobiluncus	0.858930969616	14	1	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc	57
346	Mobiluncus	Mageeibacillus	0.984795466294	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
347	Mageeibacillus	Mobiluncus	0.984795466294	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
348	Modestobacter	Acinetobacter	0.996269364243	14	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
349	Acinetobacter	Modestobacter	0.996269364243	11	14	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
350	Modestobacter	Aliterella	1.0	14	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
351	Aliterella	Modestobacter	1.0	20	14	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
352	Modestobacter	Arthrobacter	1.0	14	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
353	Arthrobacter	Modestobacter	1.0	1	14	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
354	Modestobacter	Azohydromonas	1.0	14	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
355	Azohydromonas	Modestobacter	1.0	2	14	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
356	Modestobacter	Delftia	1.0	14	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
357	Delftia	Modestobacter	1.0	7	14	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
358	Modestobacter	Microvirga	1.0	14	16	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
359	Microvirga	Modestobacter	1.0	16	14	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
360	Necropsobacter	Actinobacillus	0.827468348294	12	22	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
361	Actinobacillus	Necropsobacter	0.827468348294	22	12	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
362	Necropsobacter	Avibacterium	1.0	12	13	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
363	Avibacterium	Necropsobacter	1.0	13	12	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
364	Necropsobacter	Basfia	0.809039834956	12	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
365	Basfia	Necropsobacter	0.809039834956	3	12	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
366	Necropsobacter	Dehalobacter	0.809039834956	12	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
367	Dehalobacter	Necropsobacter	0.809039834956	14	12	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
368	Necropsobacter	Echinicola	0.809039834956	12	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
369	Echinicola	Necropsobacter	0.809039834956	3	12	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
370	Necropsobacter	Gallibacterium	0.888341608473	12	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	57
371	Gallibacterium	Necropsobacter	0.888341608473	3	12	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	57
372	Necropsobacter	Mangrovimonas	0.809039834956	12	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
373	Mangrovimonas	Necropsobacter	0.809039834956	38	12	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
374	Nocardia	Bosea	0.904098666972	17	14	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	57
375	Bosea	Nocardia	0.904098666972	14	17	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	57
376	Nocardia	Enhydrobacter	0.895710167489	17	18	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	57
377	Enhydrobacter	Nocardia	0.895710167489	18	17	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	57
378	Nocardia	Fenollaria	0.904098666972	17	5	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	57
379	Fenollaria	Nocardia	0.904098666972	5	17	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	57
380	Nocardia	Herbaspirillum	0.946148930334	17	8	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	57
381	Herbaspirillum	Nocardia	0.946148930334	8	17	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	57
382	Nosocomiicoccus	Aerococcus	0.999889637745	3	24	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
383	Aerococcus	Nosocomiicoccus	0.999889637745	24	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
384	Nosocomiicoccus	Brevibacterium	1.0	3	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
385	Brevibacterium	Nosocomiicoccus	1.0	3	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
386	Nosocomiicoccus	Burkholderia	1.0	3	10	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
387	Burkholderia	Nosocomiicoccus	1.0	10	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
388	Nosocomiicoccus	Facklamia	0.948129316401	3	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
389	Facklamia	Nosocomiicoccus	0.948129316401	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
390	Novosphingobium	Afipia	0.947204968944	28	36	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
391	Afipia	Novosphingobium	0.947204968944	36	28	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
392	Novosphingobium	Bradyrhizobium	1.0	28	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
393	Bradyrhizobium	Novosphingobium	1.0	2	28	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
394	Novosphingobium	Citrobacter	1.0	28	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
395	Citrobacter	Novosphingobium	1.0	1	28	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
396	Novosphingobium	Conchiformibius	0.892841614772	28	20	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
397	Conchiformibius	Novosphingobium	0.892841614772	20	28	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
398	Novosphingobium	Flavobacterium	1.0	28	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
399	Flavobacterium	Novosphingobium	1.0	2	28	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
400	Novosphingobium	Janibacter	1.0	28	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
401	Janibacter	Novosphingobium	1.0	1	28	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	57
