	source	target	weight	source_freq	target_freq	source_type	target_type	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
170	Eggerthella	Catabacter	1.0	3	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
171	Catabacter	Eggerthella	1.0	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
172	Eikenella	Cardiobacterium	7.0	18	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	5.0	0.0	#ecc86f	#8000ff
173	Cardiobacterium	Eikenella	7.0	20	18	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	5.0	0.0	#ecc86f	#8000ff
174	Elizabethkingia	Comamonas	1.0	1	3	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	0.0	6.0	#8000ff	#ff703a
175	Comamonas	Elizabethkingia	1.0	3	1	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	0.0	6.0	#8000ff	#ff703a
176	Enhydrobacter	Comamonas	1.0	2	3	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	0.0	6.0	#8000ff	#ff703a
177	Comamonas	Enhydrobacter	1.0	3	2	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	0.0	6.0	#8000ff	#ff703a
178	Enterococcus	Alistipes	5.0	14	28	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	6.0	2.0	#ff703a	#10c6e6
179	Alistipes	Enterococcus	5.0	28	14	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	6.0	2.0	#ff703a	#10c6e6
180	Enterococcus	Bacteroides	8.0	14	43	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	6.0	2.0	#ff703a	#10c6e6
181	Bacteroides	Enterococcus	8.0	43	14	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	6.0	2.0	#ff703a	#10c6e6
182	Erysipelatoclostridium	Adlercreutzia	2.0	10	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
183	Adlercreutzia	Erysipelatoclostridium	2.0	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
184	Erysipelatoclostridium	Akkermansia	2.0	10	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
185	Akkermansia	Erysipelatoclostridium	2.0	20	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
186	Erysipelatoclostridium	Anaerostipes	3.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
187	Anaerostipes	Erysipelatoclostridium	3.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
188	Erysipelatoclostridium	Butyricicoccus	2.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
189	Butyricicoccus	Erysipelatoclostridium	2.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	2.0	#ff703a	#10c6e6
190	Erysipelatoclostridium	Catabacter	1.0	10	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
191	Catabacter	Erysipelatoclostridium	1.0	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
192	Erysipelatoclostridium	Clostridium	2.0	10	28	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
193	Clostridium	Erysipelatoclostridium	2.0	28	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
194	Erysipelatoclostridium	Coprobacter	3.0	10	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
195	Coprobacter	Erysipelatoclostridium	3.0	5	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
196	Eubacterium	Adlercreutzia	4.0	40	6	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
197	Adlercreutzia	Eubacterium	4.0	6	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
198	Eubacterium	Anaerostipes	5.0	40	10	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
199	Anaerostipes	Eubacterium	5.0	10	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
200	Eubacterium	Clostridium	2.0	40	28	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
201	Clostridium	Eubacterium	2.0	28	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
202	Eubacterium	Coprobacillus	5.0	40	10	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
203	Coprobacillus	Eubacterium	5.0	10	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
204	Eubacterium	Coprobacter	3.0	40	5	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
205	Coprobacter	Eubacterium	3.0	5	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
206	Eubacterium	Coprococcus	5.0	40	18	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
207	Coprococcus	Eubacterium	5.0	18	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
208	Exiguobacterium	Arcanobacterium	1.0	2	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#10c6e6	#5af8c8
209	Arcanobacterium	Exiguobacterium	1.0	2	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#10c6e6	#5af8c8
210	Faecalibacterium	Acetivibrio	4.0	27	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
211	Acetivibrio	Faecalibacterium	4.0	13	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
212	Faecalibacterium	Anaerotruncus	4.0	27	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
213	Anaerotruncus	Faecalibacterium	4.0	13	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
214	Faecalibacterium	Bifidobacterium	3.0	27	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
215	Bifidobacterium	Faecalibacterium	3.0	22	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
216	Faecalibacterium	Blautia	5.0	27	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
217	Blautia	Faecalibacterium	5.0	19	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
218	Faecalibacterium	Clostridium	2.0	27	28	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
219	Clostridium	Faecalibacterium	2.0	28	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
220	Faecalibacterium	Eggerthella	2.0	27	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
221	Eggerthella	Faecalibacterium	2.0	3	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
222	Faecalicoccus	Clostridium	1.0	1	28	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
223	Clostridium	Faecalicoccus	1.0	28	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
224	Faecalicoccus	Eggerthella	1.0	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
225	Eggerthella	Faecalicoccus	1.0	3	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
226	Faecalicoccus	Erysipelatoclostridium	1.0	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
227	Erysipelatoclostridium	Faecalicoccus	1.0	10	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
228	Faecalitalea	Bilophila	2.0	4	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
229	Bilophila	Faecalitalea	2.0	10	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	2.0	#8000ff	#10c6e6
230	Faecalitalea	Butyricicoccus	2.0	4	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
231	Butyricicoccus	Faecalitalea	2.0	10	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	2.0	#ff703a	#10c6e6
232	Faecalitalea	Collinsella	2.0	4	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
233	Collinsella	Faecalitalea	2.0	11	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
234	Faecalitalea	Eubacterium	2.0	4	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
235	Eubacterium	Faecalitalea	2.0	40	4	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
236	Fenollaria	Comamonas	1.0	1	3	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	0.0	6.0	#8000ff	#ff703a
237	Comamonas	Fenollaria	1.0	3	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	0.0	6.0	#8000ff	#ff703a
238	Fenollaria	Cupriavidus	1.0	1	5	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	0.0	6.0	#8000ff	#ff703a
239	Cupriavidus	Fenollaria	1.0	5	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	0.0	6.0	#8000ff	#ff703a
240	Filifactor	Brochothrix	2.0	10	3	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	5.0	7.0	#ecc86f	#ff0000
241	Brochothrix	Filifactor	2.0	3	10	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	5.0	7.0	#ecc86f	#ff0000
242	Filifactor	Campylobacter	4.0	10	35	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	5.0	7.0	#ecc86f	#ff0000
243	Campylobacter	Filifactor	4.0	35	10	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	5.0	0.0	#ecc86f	#8000ff
244	Flavobacterium	Afipia	1.0	1	4	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	3.0	5.0	#5af8c8	#ecc86f
245	Afipia	Flavobacterium	1.0	4	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	3.0	5.0	#5af8c8	#ecc86f
246	Flavonifractor	Adlercreutzia	3.0	15	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
247	Adlercreutzia	Flavonifractor	3.0	6	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
248	Flavonifractor	Akkermansia	4.0	15	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
249	Akkermansia	Flavonifractor	4.0	20	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
250	Flavonifractor	Anaerostipes	5.0	15	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
251	Anaerostipes	Flavonifractor	5.0	10	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
252	Flavonifractor	Butyricimonas	3.0	15	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
253	Butyricimonas	Flavonifractor	3.0	11	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
254	Flavonifractor	Coprobacillus	4.0	15	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
255	Coprobacillus	Flavonifractor	4.0	10	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
256	Flavonifractor	Coprobacter	3.0	15	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
257	Coprobacter	Flavonifractor	3.0	5	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
258	Flavonifractor	Coprococcus	5.0	15	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
259	Coprococcus	Flavonifractor	5.0	18	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
260	Flavonifractor	Erysipelatoclostridium	3.0	15	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
261	Erysipelatoclostridium	Flavonifractor	3.0	10	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
262	Flavonifractor	Eubacterium	4.0	15	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
263	Eubacterium	Flavonifractor	4.0	40	15	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
264	Fusobacterium	Abiotrophia	6.0	27	27	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	5.0	0.0	#ecc86f	#8000ff
265	Abiotrophia	Fusobacterium	6.0	27	27	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	5.0	0.0	#ecc86f	#8000ff
266	Fusobacterium	Aggregatibacter	8.0	27	28	Tongue_dorsum	Mixed	Intertype	#ff0000	#cccccc	#cccccc	5.0	0.0	#ecc86f	#8000ff
267	Aggregatibacter	Fusobacterium	8.0	28	27	Mixed	Tongue_dorsum	Intertype	#cccccc	#ff0000	#cccccc	5.0	0.0	#ecc86f	#8000ff
268	Fusobacterium	Catonella	6.0	27	23	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	5.0	0.0	#ecc86f	#8000ff
269	Catonella	Fusobacterium	6.0	23	27	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	5.0	0.0	#ecc86f	#8000ff
270	Fusobacterium	Cellulomonas	4.0	27	6	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	5.0	0.0	#ecc86f	#8000ff
271	Cellulomonas	Fusobacterium	4.0	6	27	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	5.0	0.0	#ecc86f	#8000ff
272	Gallibacterium	Alloprevotella	2.0	4	30	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	7.0	4.0	#ff0000	#a2f9a0
273	Alloprevotella	Gallibacterium	2.0	30	4	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	5.0	0.0	#ecc86f	#8000ff
274	Gardnerella	Atopobium	2.0	13	23	Posterior_fornix	Saliva	Intertype	#4df3ce	#7effb5	#cccccc	5.0	7.0	#ecc86f	#ff0000
275	Atopobium	Gardnerella	2.0	23	13	Saliva	Posterior_fornix	Intertype	#7effb5	#4df3ce	#cccccc	5.0	0.0	#ecc86f	#8000ff
276	Gordonibacter	Acetivibrio	3.0	6	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
277	Acetivibrio	Gordonibacter	3.0	13	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
278	Gordonibacter	Anaerostipes	4.0	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
279	Anaerostipes	Gordonibacter	4.0	10	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
280	Gordonibacter	Clostridium	3.0	6	28	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
281	Clostridium	Gordonibacter	3.0	28	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
282	Gordonibacter	Coprobacillus	3.0	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
283	Coprobacillus	Gordonibacter	3.0	10	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
284	Gordonibacter	Coprobacter	3.0	6	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
285	Coprobacter	Gordonibacter	3.0	5	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
286	Gordonibacter	Dorea	2.0	6	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
287	Dorea	Gordonibacter	2.0	17	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
288	Gordonibacter	Erysipelatoclostridium	3.0	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
289	Erysipelatoclostridium	Gordonibacter	3.0	10	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
290	Gordonibacter	Eubacterium	4.0	6	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
291	Eubacterium	Gordonibacter	4.0	40	6	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
292	Gordonibacter	Flavonifractor	3.0	6	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
293	Flavonifractor	Gordonibacter	3.0	15	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
294	Granulicatella	Alloprevotella	3.0	28	30	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	5.0	0.0	#ecc86f	#8000ff
295	Alloprevotella	Granulicatella	3.0	30	28	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	5.0	0.0	#ecc86f	#8000ff
296	Granulicatella	Alysiella	1.0	28	1	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	5.0	0.0	#ecc86f	#8000ff
297	Alysiella	Granulicatella	1.0	1	28	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	5.0	0.0	#ecc86f	#8000ff
298	Haemophilus	Actinobacillus	3.0	38	9	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
299	Actinobacillus	Haemophilus	3.0	9	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
300	Haemophilus	Avibacterium	2.0	38	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
301	Avibacterium	Haemophilus	2.0	3	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
302	Haemophilus	Basfia	2.0	38	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
303	Basfia	Haemophilus	2.0	2	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
304	Haemophilus	Cryptobacterium	2.0	38	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	7.0	4.0	#ff0000	#a2f9a0
305	Cryptobacterium	Haemophilus	2.0	4	38	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	7.0	4.0	#ff0000	#a2f9a0
306	Haemophilus	Dehalobacter	2.0	38	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
307	Dehalobacter	Haemophilus	2.0	2	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
308	Haemophilus	Echinicola	2.0	38	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
309	Echinicola	Haemophilus	2.0	2	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
310	Haemophilus	Gallibacterium	2.0	38	4	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	7.0	4.0	#ff0000	#a2f9a0
311	Gallibacterium	Haemophilus	2.0	4	38	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	7.0	4.0	#ff0000	#a2f9a0
312	Haemophilus	Gemella	4.0	38	35	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	7.0	4.0	#ff0000	#a2f9a0
313	Gemella	Haemophilus	4.0	35	38	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	5.0	0.0	#ecc86f	#8000ff
314	Herbaspirillum	Comamonas	2.0	3	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	0.0	6.0	#8000ff	#ff703a
315	Comamonas	Herbaspirillum	2.0	3	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	0.0	6.0	#8000ff	#ff703a
316	Herbaspirillum	Enhydrobacter	1.0	3	2	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	0.0	6.0	#8000ff	#ff703a
317	Enhydrobacter	Herbaspirillum	1.0	2	3	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	0.0	6.0	#8000ff	#ff703a
318	Histophilus	Chryseobacterium	2.0	4	12	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	7.0	4.0	#ff0000	#a2f9a0
319	Chryseobacterium	Histophilus	2.0	12	4	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	7.0	4.0	#ff0000	#a2f9a0
320	Holdemanella	Adlercreutzia	2.0	5	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
321	Adlercreutzia	Holdemanella	2.0	6	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
322	Holdemanella	Anaerofustis	1.0	5	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
323	Anaerofustis	Holdemanella	1.0	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
324	Holdemanella	Desulfotomaculum	1.0	5	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
325	Desulfotomaculum	Holdemanella	1.0	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
326	Holdemanella	Desulfovibrio	1.0	5	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
327	Desulfovibrio	Holdemanella	1.0	4	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
328	Holdemania	Akkermansia	4.0	12	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
329	Akkermansia	Holdemania	4.0	20	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
330	Holdemania	Anaerostipes	3.0	12	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
331	Anaerostipes	Holdemania	3.0	10	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
332	Holdemania	Clostridium	2.0	12	28	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
333	Clostridium	Holdemania	2.0	28	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
334	Holdemania	Coprobacillus	3.0	12	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
335	Coprobacillus	Holdemania	3.0	10	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
336	Holdemania	Coprobacter	3.0	12	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
337	Coprobacter	Holdemania	3.0	5	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
338	Holdemania	Coprococcus	5.0	12	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
339	Coprococcus	Holdemania	5.0	18	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
340	Holdemania	Erysipelatoclostridium	3.0	12	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
341	Erysipelatoclostridium	Holdemania	3.0	10	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	1.0	#ff703a	#386df9
342	Holdemania	Eubacterium	5.0	12	40	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	6.0	1.0	#ff703a	#386df9
343	Eubacterium	Holdemania	5.0	40	12	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	6.0	1.0	#ff703a	#386df9
