	source	source_freq	source_type	target_type	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
1283	Bacteroides cellulosilyticus	2	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
1285	Bacteroides intestinalis	16	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
1287	Bacteroides sp. 14(A)	7	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
1289	Bacteroides sp. 2_1_33B	17	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
1298	Dechloromonas agitata	4	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
1308	Dehalobacter sp. FTH1	6	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
1326	Delftia sp. Cs1-4	1	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
1348	Desulfotomaculum nigrificans	1	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1380	Desulfovibrio desulfuricans	8	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
1381	Alistipes finegoldii	23	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
1388	Desulfovibrio piger	31	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1422	Dialister micraerophilus	1	Saliva	Posterior_fornix	#7effb5	31.0	17.0	#ffa759	#44eed2
1428	Dialister succinatiphilus	5	Stool	Stool	#b2f396	40.0	2.0	#ff0000	#6a22fe
1435	Butyrivibrio crossotus	6	Stool	Stool	#b2f396	40.0	2.0	#ff0000	#6a22fe
1437	Catenibacterium mitsuokai	27	Stool	Stool	#b2f396	40.0	2.0	#ff0000	#6a22fe
1438	Dorea formicigenerans	1	Stool	Stool	#b2f396	23.0	1.0	#a4f89f	#7610ff
1442	Dorea longicatena	28	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
1448	Dorea sp. AGR2135	2	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1454	Echinicola pacifica	4	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
1474	Eggerthella sp. YY7918	4	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
1496	Eggerthia catenaformis	4	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
1497	Bulleidia extructa	14	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
1498	Eikenella corrodens	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	33.0	10.0	#ff8646	#0ea5ef
1500	Elizabethkingia anophelis	2	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
1512	Enhydrobacter aerosaccus	1	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
1530	Enterobacter aerogenes	7	Anterior_nares	Anterior_nares	#8000ff	5.0	32.0	#425ffa	#f2c26b
1534	Enterococcus cecorum	5	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
1556	Enterococcus faecium	4	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1591	Coprococcus comes	11	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1596	Enterorhabdus mucosicola	1	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
1597	Akkermansia muciniphila	12	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
1602	Erysipelotrichaceae bacterium 2_2_44A	4	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
1613	[Eubacterium] eligens	1	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
1630	Erysipelotrichaceae bacterium 21_3	3	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1637	Clostridiales bacterium VE202-13	13	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1640	Erysipelotrichaceae bacterium 3_1_53	2	Stool	Stool	#b2f396	7.0	29.0	#2884f6	#d0e082
1642	Erysipelotrichaceae bacterium 5_2_54FAA	2	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1652	Erysipelotrichaceae bacterium 6_1_45	2	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
1682	Escherichia coli	1	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
1688	Eubacterium desmolans	3	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
1722	Eubacterium limosum	1	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1766	Eubacterium plexicaudatum	35	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1806	Eubacterium ramulus	6	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
1814	Eubacterium saphenum	1	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
1822	Eubacterium sp. 3_1_31	5	Anterior_nares	Anterior_nares	#8000ff	36.0	23.0	#ff5029	#8bfeae
1838	Eubacterium sp. AB3007	5	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
1850	Eubacterium sp. ER2	13	Stool	Stool	#b2f396	22.0	4.0	#99fca6	#5247fc
1860	Eubacterium sp. SB2	14	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
1902	Eubacterium ventriosum	6	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
1912	Exiguobacterium marinum	2	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
1932	Exiguobacterium sp. S17	1	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
1952	Facklamia hominis	1	Anterior_nares	Anterior_nares	#8000ff	20.0	22.0	#7effb5	#7effb5
1956	Facklamia ignava	16	Posterior_fornix	Posterior_fornix	#4df3ce	2.0	21.0	#6826fe	#72febb
1966	Faecalicoccus pleomorphus	2	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
1996	Faecalitalea cylindroides	1	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
2016	Fenollaria massiliensis	2	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
2038	Filifactor alocis	4	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
2040	Flavonifractor plautii	1	Stool	Stool	#b2f396	22.0	4.0	#99fca6	#5247fc
2045	Clostridiales bacterium VE202-03	28	Stool	Stool	#b2f396	22.0	4.0	#99fca6	#5247fc
2047	Clostridium sp. GD3	1	Stool	Stool	#b2f396	22.0	4.0	#99fca6	#5247fc
2048	Fusobacterium nucleatum	3	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
2050	Fusobacterium sp. CM1	8	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
2051	Actinomyces meyeri	12	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
2053	Capnocytophaga sp. oral taxon 338	27	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
2055	Eubacterium brachy	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
2056	Fusobacterium sp. CM21	8	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
2057	Fusobacterium necrophorum	3	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
2058	Fusobacterium sp. CM22	21	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2059	Fusobacterium hwasookii	3	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2060	Fusobacterium sp. OBRC1	3	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2062	Fusobacterium ulcerans	1	Stool	Buccal_mucosa	#b2f396	5.0	28.0	#425ffa	#c4e88a
2072	Gallibacterium anatis	14	Attached	Buccal_mucosa	#4e4dfc	3.0	0.0	#5a3bfd	#8000ff
2096	Gallibacterium genomosp. 1	1	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
2122	Gemella cuniculi	3	Attached	Attached	#4e4dfc	3.0	0.0	#5a3bfd	#8000ff
2123	Gemella bergeri	1	Attached	Attached	#4e4dfc	3.0	0.0	#5a3bfd	#8000ff
2124	Gemella morbillorum	13	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2125	Actinomyces sp. oral taxon 178	9	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2128	Gordonibacter pamelaeae	1	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
2174	Gulbenkiania mobilis	1	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
2196	Haemophilus sp. C1	13	Buccal_mucosa	Buccal_mucosa	#1996f3	34.0	25.0	#ff763d	#a0faa1
2197	Aggregatibacter segnis	19	Buccal_mucosa	Buccal_mucosa	#1996f3	34.0	25.0	#ff763d	#a0faa1
2198	Haemophilus sp. oral taxon 851	7	Attached	Attached	#4e4dfc	3.0	0.0	#5a3bfd	#8000ff
2212	Hallella seregens	15	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
2222	Helicobacter suis	19	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
2246	Herbaspirillum huttiense	2	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
2268	Herbaspirillum sp. B39	25	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
2294	Holdemanella biformis	24	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
2296	Holdemania filiformis	1	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
2304	Holdemania massiliensis	4	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
2318	Hungatella hathewayi	13	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
2366	Intestinimonas butyriciproducens	7	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
2370	Isoptericola variabilis	1	Tongue_dorsum	Tongue_dorsum	#ff0000	21.0	18.0	#8bfeae	#50f4cc
2376	Johnsonella ignava	5	Subgingival_plaque	Supragingival_plaque	#e4cf74	33.0	10.0	#ff8646	#0ea5ef
2378	Kandleria vitulina	2	Stool	Stool	#b2f396	40.0	2.0	#ff0000	#6a22fe
2390	Kingella denitrificans	12	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2394	Kingella kingae	5	Attached	Attached	#4e4dfc	3.0	15.0	#5a3bfd	#2ddedc
2404	Kingella sp. Sch538	29	Attached	Attached	#4e4dfc	3.0	15.0	#5a3bfd	#2ddedc
2418	Klebsiella oxytoca	26	Anterior_nares	Anterior_nares	#8000ff	26.0	12.0	#cbe486	#0ac0e8
2433	Finegoldia magna	3	Anterior_nares	Anterior_nares	#8000ff	26.0	12.0	#cbe486	#0ac0e8
2434	Kocuria kristinae	21	Anterior_nares	Anterior_nares	#8000ff	20.0	22.0	#7effb5	#7effb5
2440	Kocuria rhizophila	6	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
2466	Kytococcus sedentarius	24	Saliva	Tongue_dorsum	#7effb5	21.0	18.0	#8bfeae	#50f4cc
2470	Lachnoanaerobaculum sp. ICM7	1	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
2471	candidate division SR1 bacterium RAAC1_SR1_1	5	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
2473	Fusobacterium sp. oral taxon 370	2	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
2474	Lachnoanaerobaculum sp. OBRC5-5	30	Tongue_dorsum	Tongue_dorsum	#ff0000	12.0	18.0	#18cde4	#50f4cc
2479	Lachnoanaerobaculum sp. MSX33	24	Tongue_dorsum	Tongue_dorsum	#ff0000	12.0	18.0	#18cde4	#50f4cc
2480	Lachnospira multipara	22	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
2482	Lachnospiraceae bacterium 1_4_56FAA	35	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
2487	Bacteroides sp. D22	10	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
2500	Lachnospiraceae bacterium 2_1_46FAA	13	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
2520	Lachnospiraceae bacterium 2_1_58FAA	9	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
2526	Lachnospiraceae bacterium 3_1_46FAA	9	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
2528	Lachnospiraceae bacterium 3_1_57FAA_CT1	18	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
2542	Lachnospiraceae bacterium 3-1	1	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
2548	Lachnospiraceae bacterium 6_1_37FAA	1	Stool	Stool	#b2f396	6.0	5.0	#3473f8	#4856fb
2549	[Clostridium] glycyrrhizinilyticum	4	Stool	Stool	#b2f396	6.0	5.0	#3473f8	#4856fb
2550	Lachnospiraceae bacterium 6_1_63FAA	3	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
2551	Bacteroides sp. 4_3_47FAA	3	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
2554	Lachnospiraceae bacterium 7_1_58FAA	2	Stool	Stool	#b2f396	22.0	4.0	#99fca6	#5247fc
2558	Lachnospiraceae bacterium 9_1_43BFAA	3	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
2559	[Clostridium] bolteae	13	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
2561	Bacteroides fragilis	2	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
2566	Lachnospiraceae bacterium A2	5	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
2578	Lachnospiraceae bacterium oral taxon 082	11	Tongue_dorsum	Tongue_dorsum	#ff0000	21.0	18.0	#8bfeae	#50f4cc
2580	Lachnospiraceae bacterium oral taxon 500	4	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2582	Lachnospiraceae bacterium TF01-11	15	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
2596	Lactobacillus acidophilus	16	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
2620	Lactobacillus antri	9	Posterior_fornix	Posterior_fornix	#4df3ce	2.0	21.0	#6826fe	#72febb
2632	Lactobacillus brevis	15	Anterior_nares	Attached	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
2654	Lactobacillus coryniformis	18	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
2657	Brochothrix thermosphacta	1	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
2659	Carnobacterium divergens	2	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
2660	Lactobacillus curvatus	10	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
2668	Lactobacillus fermentum	26	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
2696	Lactobacillus frumenti	2	Posterior_fornix	Posterior_fornix	#4df3ce	2.0	21.0	#6826fe	#72febb
2710	Lactobacillus gasseri	1	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
2736	Lactobacillus helveticus	2	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
2740	Lactobacillus hominis	2	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
2770	Lactobacillus johnsonii	25	Posterior_fornix	Posterior_fornix	#4df3ce	2.0	21.0	#6826fe	#72febb
2785	Lactobacillus coleohominis	1	Mid_vagina	Posterior_fornix	#18cde4	2.0	21.0	#6826fe	#72febb
2788	Lactobacillus oris	14	Posterior_fornix	Posterior_fornix	#4df3ce	2.0	21.0	#6826fe	#72febb
2799	Cupriavidus basilensis	7	Mid_vagina	Posterior_fornix	#18cde4	4.0	21.0	#4e4dfc	#72febb
2810	Lactobacillus panis	12	Posterior_fornix	Posterior_fornix	#4df3ce	2.0	21.0	#6826fe	#72febb
2830	Lactobacillus plantarum	10	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
2860	Lactobacillus ruminis	3	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
2868	Lactobacillus vaginalis	3	Posterior_fornix	Posterior_fornix	#4df3ce	2.0	21.0	#6826fe	#72febb
2888	Lelliottia amnigena	2	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
2891	Aggregatibacter aphrophilus	10	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
2898	Leptotrichia buccalis	10	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2900	Leptotrichia goodfellowii	2	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2904	Leptotrichia hofstadii	3	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2908	Leptotrichia trevisanii	2	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
2910	Leucobacter sp. CBX151	11	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
2942	Leuconostoc carnosum	19	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
2954	Leuconostoc gelidum	11	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
2966	Leuconostoc mesenteroides	1	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
2984	Levyella massiliensis	1	Anterior_nares	Stool	#8000ff	18.0	1.0	#64fbc3	#7610ff
3006	Mageeibacillus indolicus	1	Posterior_fornix	Posterior_fornix	#4df3ce	31.0	17.0	#ffa759	#44eed2
3014	Mannheimia haemolytica	3	Attached	Buccal_mucosa	#4e4dfc	3.0	0.0	#5a3bfd	#8000ff
3040	Mannheimia varigena	1	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
3064	Marvinbryantia formatexigens	9	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
3080	Megamonas funiformis	1	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
3102	Megamonas hypermegale	3	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
3126	Megamonas rupellensis	1	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
3152	Megasphaera cerevisiae	4	Stool	Stool	#b2f396	38.0	27.0	#ff2914	#b9ef92
3158	Megasphaera micronuciformis	4	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
3160	Megasphaera sp. BV3C16-1	1	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
3172	Megasphaera sp. UPII 135-E	8	Posterior_fornix	Posterior_fornix	#4df3ce	31.0	17.0	#ffa759	#44eed2
3182	Methylobacterium aquaticum	10	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
3216	Micrococcus luteus	3	Anterior_nares	Anterior_nares	#8000ff	36.0	23.0	#ff5029	#8bfeae
3248	Mitsuokella sp. oral taxon 131	3	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
3262	Mobiluncus curtisii	2	Posterior_fornix	Posterior_fornix	#4df3ce	31.0	17.0	#ffa759	#44eed2
3274	Mobiluncus mulieris	1	Posterior_fornix	Posterior_fornix	#4df3ce	31.0	17.0	#ffa759	#44eed2
3288	Modestobacter caceresii	1	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
3316	Mogibacterium timidum	4	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
3320	Moraxella boevrei	3	Anterior_nares	Anterior_nares	#8000ff	5.0	32.0	#425ffa	#f2c26b
3324	Moraxella bovoculi	1	Anterior_nares	Anterior_nares	#8000ff	5.0	32.0	#425ffa	#f2c26b
3330	Moraxella caprae	2	Anterior_nares	Anterior_nares	#8000ff	5.0	32.0	#425ffa	#f2c26b
3338	Moraxella catarrhalis	6	Anterior_nares	Anterior_nares	#8000ff	5.0	32.0	#425ffa	#f2c26b
3346	Moraxella macacae	14	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
3352	Moritella viscosa	30	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
3353	Actinomyces sp. ICM39	25	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
3356	Mycobacterium abscessus	1	Mid_vagina	Mid_vagina	#18cde4	13.0	24.0	#24d8df	#96fca7
3360	Mycobacterium chelonae	16	Mid_vagina	Mid_vagina	#18cde4	13.0	24.0	#24d8df	#96fca7
3368	Mycobacterium immunogenum	17	Anterior_nares	Anterior_nares	#8000ff	20.0	22.0	#7effb5	#7effb5
3374	Mycobacterium iranicum	17	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
3404	Mycoplasma hominis	17	Posterior_fornix	Posterior_fornix	#4df3ce	31.0	17.0	#ffa759	#44eed2
3420	Mycoplasma orale	26	Tongue_dorsum	Tongue_dorsum	#ff0000	28.0	37.0	#e4cf74	#ff7b40
3421	Mannheimia sp. MG13	6	Tongue_dorsum	Tongue_dorsum	#ff0000	28.0	37.0	#e4cf74	#ff7b40
3422	Necropsobacter massiliensis	15	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
3454	Necropsobacter rosorum	18	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
3460	Neisseria elongata	2	Subgingival_plaque	Subgingival_plaque	#e4cf74	33.0	10.0	#ff8646	#0ea5ef
3462	Neisseria gonorrhoeae	2	Posterior_fornix	Posterior_fornix	#4df3ce	2.0	21.0	#6826fe	#72febb
3480	Neisseria macacae	1	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	38.0	#4df3ce	#ff6b37
3481	Morococcus cerebrosus	8	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	38.0	#4df3ce	#ff6b37
3482	Neisseria meningitidis	6	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
3484	Neisseria polysaccharea	2	Attached	Attached	#4e4dfc	3.0	15.0	#5a3bfd	#2ddedc
3500	Neisseria sicca	6	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	38.0	#4df3ce	#ff6b37
3504	Neisseria sp. HMSC06F02	4	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	38.0	#4df3ce	#ff6b37
3506	Neisseria sp. oral taxon 014	5	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
3508	Nocardia otitidiscaviarum	1	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
3544	Nosocomiicoccus massiliensis	1	Posterior_fornix	Posterior_fornix	#4df3ce	2.0	21.0	#6826fe	#72febb
3570	Odoribacter laneus	1	Buccal_mucosa	Buccal_mucosa	#1996f3	8.0	39.0	#1996f3	#ff592d
3571	Neisseria sp. GT4A_CT1	1	Buccal_mucosa	Buccal_mucosa	#1996f3	8.0	39.0	#1996f3	#ff592d
3572	Olsenella profusa	2	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
3586	Olsenella sp. SIT9	1	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
3602	Oribacterium asaccharolyticum	2	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
3603	Campylobacter sp. 10_1_50	1	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
3604	Oribacterium sp. oral taxon 108	1	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
3606	Oscillibacter ruminantium	5	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
3616	Oscillibacter sp. 1-3	4	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
3617	Clostridium sp. ATCC 29733	12	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
3618	Oscillibacter valericigenes	2	Stool	Stool	#b2f396	40.0	2.0	#ff0000	#6a22fe
3632	Oscillospiraceae bacterium VE202-24	3	Stool	Stool	#b2f396	22.0	4.0	#99fca6	#5247fc
3642	Oxalobacter formigenes	2	Stool	Stool	#b2f396	38.0	27.0	#ff2914	#b9ef92
3650	Parabacteroides goldsteinii	9	Stool	Stool	#b2f396	32.0	11.0	#ff964f	#01b3ec
3662	Parabacteroides gordonii	4	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
3686	Parabacteroides johnsonii	5	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
3687	Bacteroides pyogenes	10	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
3688	Parabacteroides sp. 2_1_7	1	Stool	Stool	#b2f396	22.0	4.0	#99fca6	#5247fc
3706	Parabacteroides sp. D13	1	Stool	Stool	#b2f396	22.0	4.0	#99fca6	#5247fc
3722	Parabacteroides sp. D26	1	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
3730	Parabacteroides sp. HGS0025	1	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
3750	Paracoccus sp. 228	8	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
3768	Paracoccus sp. PAMC 22219	2	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
3802	Paracoccus sp. S4493	1	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
3822	Paracoccus versutus	4	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
3844	Paracoccus yeei	10	Anterior_nares	Anterior_nares	#8000ff	26.0	12.0	#cbe486	#0ac0e8
3860	Paraprevotella clara	16	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
3870	Paraprevotella xylaniphila	20	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
3880	Parasutterella excrementihominis	13	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
3902	Parvimonas micra	23	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
3906	Parvimonas sp. oral taxon 110	10	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
3910	Pasteurella bettyae	27	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
3948	Pasteurella multocida	20	Attached	Buccal_mucosa	#4e4dfc	3.0	0.0	#5a3bfd	#8000ff
3954	Pedobacter agri	9	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
3968	Peptoclostridium difficile	24	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
