	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	source	Unnamed: 0.1.1.1.1.1.1	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color	sp_samp_ivp	sp_samp_bdvp	sp_samp_forced	sp_samp_ivp_col	sp_samp_bdvp_col	sp_samp_forced_col	sp_samp_sample	sp_samp_sample_col	sp_sampivp_eq	sp_samp_ivp_transient	sp_samp_bdvp_eq	sp_samp_forced_eq	sp_sampivp_eq_col	sp_samp_ivp_transient_col	sp_samp_bdvp_eq_col	sp_samp_forced_eq_col
1578	1578	1578	1578	1578	1578	1578	1578	1578	Erysipelotrichaceae bacterium 21_3	1578	Blautia schinkii	0.809547547485	12	14	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	325.0	14.0	63.0	#9bbcff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.0031	0.0	-1443923658337.1135	#3b4cc0	#b2ccfb	#b40426	#b40426
1579	1579	1579	1579	1579	1579	1579	1579	1579	Blautia schinkii	1579	Erysipelotrichaceae bacterium 21_3	0.809547547485	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	317.0	14.0	63.0	#a2c1ff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.007114	0.0	-1443923658337.1135	#3b4cc0	#b3cdfb	#b40426	#b40426
1580	1580	1580	1580	1580	1580	1580	1580	1580	Erysipelotrichaceae bacterium 21_3	1580	Clostridiales bacterium VE202-13	0.858527207209	12	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	325.0	14.0	63.0	#9bbcff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.0031	0.0	-1443923658337.1135	#3b4cc0	#b2ccfb	#b40426	#b40426
1581	1581	1581	1581	1581	1581	1581	1581	1581	Clostridiales bacterium VE202-13	1581	Erysipelotrichaceae bacterium 21_3	0.858527207209	4	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	317.0	14.0	63.0	#a2c1ff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.007114	0.0	-1443923658337.1135	#3b4cc0	#b3cdfb	#b40426	#b40426
1582	1582	1582	1582	1582	1582	1582	1582	1582	Erysipelotrichaceae bacterium 21_3	1582	Clostridium sp. ASF502	0.809547547485	12	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	325.0	14.0	63.0	#9bbcff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.0031	0.0	-1443923658337.1135	#3b4cc0	#b2ccfb	#b40426	#b40426
1583	1583	1583	1583	1583	1583	1583	1583	1583	Clostridium sp. ASF502	1583	Erysipelotrichaceae bacterium 21_3	0.809547547485	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	339.0	14.0	63.0	#90b2fe	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.0006940000000000001	0.0	-1443923658337.1135	#3b4cc0	#b1cbfc	#b40426	#b40426
1584	1584	1584	1584	1584	1584	1584	1584	1584	Erysipelotrichaceae bacterium 3_1_53	1584	Collinsella tanakaei	0.814277360024	3	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	33.0	#feb562	#ded579	459.0	14.0	63.0	#3b4cc0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0	-0.0	0.0	-1443923658337.1135	#3b4cc0	#a9c6fd	#b40426	#b40426
1585	1585	1585	1585	1585	1585	1585	1585	1585	Collinsella tanakaei	1585	Erysipelotrichaceae bacterium 3_1_53	0.814277360024	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	33.0	#feb562	#ded579	459.0	14.0	63.0	#3b4cc0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0	0.0	0.0	-1443923658337.1135	#3b4cc0	#a9c6fd	#b40426	#b40426
1586	1586	1586	1586	1586	1586	1586	1586	1586	Erysipelotrichaceae bacterium 5_2_54FAA	1586	Bacteroides helcogenes	0.869414123143	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	300.0	14.0	63.0	#aec9fc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.015415	0.0	-1443923658337.1135	#3b4cc0	#b7cff9	#b40426	#b40426
1587	1587	1587	1587	1587	1587	1587	1587	1587	Bacteroides helcogenes	1587	Erysipelotrichaceae bacterium 5_2_54FAA	0.869414123143	7	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	320.0	14.0	63.0	#9fbfff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.007075	0.0	-1443923658337.1135	#3b4cc0	#b3cdfb	#b40426	#b40426
1588	1588	1588	1588	1588	1588	1588	1588	1588	Erysipelotrichaceae bacterium 5_2_54FAA	1588	Bacteroides stercoris	0.8474792692730001	1	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	300.0	14.0	63.0	#aec9fc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.015415	0.0	-1443923658337.1135	#3b4cc0	#b7cff9	#b40426	#b40426
1589	1589	1589	1589	1589	1589	1589	1589	1589	Bacteroides stercoris	1589	Erysipelotrichaceae bacterium 5_2_54FAA	0.8474792692730001	14	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	428.0	14.0	63.0	#4f69d9	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.009164	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1590	1590	1590	1590	1590	1590	1590	1590	1590	Erysipelotrichaceae bacterium 5_2_54FAA	1590	Butyricicoccus pullicaecorum	0.859324374331	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	300.0	14.0	63.0	#aec9fc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.015415	0.0	-1443923658337.1135	#3b4cc0	#b7cff9	#b40426	#b40426
1591	1591	1591	1591	1591	1591	1591	1591	1591	Butyricicoccus pullicaecorum	1591	Erysipelotrichaceae bacterium 5_2_54FAA	0.859324374331	10	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	421.0	14.0	63.0	#5470de	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.00898	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1592	1592	1592	1592	1592	1592	1592	1592	1592	Erysipelotrichaceae bacterium 5_2_54FAA	1592	Clostridia bacterium UC5.1-1D10	0.98691476942	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	300.0	14.0	63.0	#aec9fc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.015415	0.0	-1443923658337.1135	#3b4cc0	#b7cff9	#b40426	#b40426
1593	1593	1593	1593	1593	1593	1593	1593	1593	Clostridia bacterium UC5.1-1D10	1593	Erysipelotrichaceae bacterium 5_2_54FAA	0.98691476942	7	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	282.0	14.0	63.0	#bbd1f8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.049175	0.0	-1443923658337.1135	#3b4cc0	#c6d6f1	#b40426	#b40426
1594	1594	1594	1594	1594	1594	1594	1594	1594	Erysipelotrichaceae bacterium 5_2_54FAA	1594	Clostridiales bacterium VE202-14	1.0	1	26	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	300.0	14.0	63.0	#aec9fc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.015415	0.0	-1443923658337.1135	#3b4cc0	#b7cff9	#b40426	#b40426
1595	1595	1595	1595	1595	1595	1595	1595	1595	Clostridiales bacterium VE202-14	1595	Erysipelotrichaceae bacterium 5_2_54FAA	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	293.0	14.0	63.0	#b3cdfb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.016503999999999998	0.0	-1443923658337.1135	#3b4cc0	#b7cff9	#b40426	#b40426
1596	1596	1596	1596	1596	1596	1596	1596	1596	Erysipelotrichaceae bacterium 6_1_45	1596	[Bacteroides] pectinophilus	0.8752320734739999	1	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1597	1597	1597	1597	1597	1597	1597	1597	1597	[Bacteroides] pectinophilus	1597	Erysipelotrichaceae bacterium 6_1_45	0.8752320734739999	12	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	445.0	14.0	63.0	#445acc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.016916	0.0	-1443923658337.1135	#3b4cc0	#a9c6fd	#b40426	#b40426
1598	1598	1598	1598	1598	1598	1598	1598	1598	Erysipelotrichaceae bacterium 6_1_45	1598	[Clostridium] aminophilum	0.937319147358	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1599	1599	1599	1599	1599	1599	1599	1599	1599	[Clostridium] aminophilum	1599	Erysipelotrichaceae bacterium 6_1_45	0.937319147358	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	405.0	14.0	63.0	#5f7fe8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008928	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1600	1600	1600	1600	1600	1600	1600	1600	1600	Erysipelotrichaceae bacterium 6_1_45	1600	[Clostridium] innocuum	0.937319147358	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1601	1601	1601	1601	1601	1601	1601	1601	1601	[Clostridium] innocuum	1601	Erysipelotrichaceae bacterium 6_1_45	0.937319147358	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	433.0	14.0	63.0	#4b64d5	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.009493999999999999	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1602	1602	1602	1602	1602	1602	1602	1602	1602	Erysipelotrichaceae bacterium 6_1_45	1602	[Clostridium] scindens	0.8192107668790001	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1603	1603	1603	1603	1603	1603	1603	1603	1603	[Clostridium] scindens	1603	Erysipelotrichaceae bacterium 6_1_45	0.8192107668790001	2	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	400.0	14.0	63.0	#6384eb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008918	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1604	1604	1604	1604	1604	1604	1604	1604	1604	Erysipelotrichaceae bacterium 6_1_45	1604	[Clostridium] spiroforme	0.895290473766	1	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1605	1605	1605	1605	1605	1605	1605	1605	1605	[Clostridium] spiroforme	1605	Erysipelotrichaceae bacterium 6_1_45	0.895290473766	9	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	332.0	14.0	63.0	#96b7ff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.001271	0.0	-1443923658337.1135	#3b4cc0	#b1cbfc	#b40426	#b40426
1606	1606	1606	1606	1606	1606	1606	1606	1606	Erysipelotrichaceae bacterium 6_1_45	1606	Alistipes timonensis	0.80688357482	1	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1607	1607	1607	1607	1607	1607	1607	1607	1607	Alistipes timonensis	1607	Erysipelotrichaceae bacterium 6_1_45	0.80688357482	10	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	296.0	14.0	63.0	#b1cbfc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.0158	0.0	-1443923658337.1135	#3b4cc0	#b7cff9	#b40426	#b40426
1608	1608	1608	1608	1608	1608	1608	1608	1608	Erysipelotrichaceae bacterium 6_1_45	1608	Anaerococcus vaginalis	0.937319147358	1	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1609	1609	1609	1609	1609	1609	1609	1609	1609	Anaerococcus vaginalis	1609	Erysipelotrichaceae bacterium 6_1_45	0.937319147358	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	416.0	14.0	63.0	#5875e1	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008966	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1610	1610	1610	1610	1610	1610	1610	1610	1610	Erysipelotrichaceae bacterium 6_1_45	1610	Bifidobacterium saeculare	0.937319147358	1	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1611	1611	1611	1611	1611	1611	1611	1611	1611	Bifidobacterium saeculare	1611	Erysipelotrichaceae bacterium 6_1_45	0.937319147358	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	321.0	14.0	63.0	#9ebeff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.007067	0.0	-1443923658337.1135	#3b4cc0	#b3cdfb	#b40426	#b40426
1612	1612	1612	1612	1612	1612	1612	1612	1612	Erysipelotrichaceae bacterium 6_1_45	1612	Butyrivibrio sp. NC3005	0.902935241961	1	14	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1613	1613	1613	1613	1613	1613	1613	1613	1613	Butyrivibrio sp. NC3005	1613	Erysipelotrichaceae bacterium 6_1_45	0.902935241961	2	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	303.0	14.0	63.0	#abc8fd	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.014059	0.0	-1443923658337.1135	#3b4cc0	#b6cefa	#b40426	#b40426
1614	1614	1614	1614	1614	1614	1614	1614	1614	Erysipelotrichaceae bacterium 6_1_45	1614	Catabacter hongkongensis	0.937319147358	1	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1615	1615	1615	1615	1615	1615	1615	1615	1615	Catabacter hongkongensis	1615	Erysipelotrichaceae bacterium 6_1_45	0.937319147358	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	381.0	14.0	63.0	#7093f3	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008643000000000001	0.0	-1443923658337.1135	#3b4cc0	#adc9fd	#b40426	#b40426
1616	1616	1616	1616	1616	1616	1616	1616	1616	Erysipelotrichaceae bacterium 6_1_45	1616	Clostridium sp. FS41	0.937319147358	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1617	1617	1617	1617	1617	1617	1617	1617	1617	Clostridium sp. FS41	1617	Erysipelotrichaceae bacterium 6_1_45	0.937319147358	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	371.0	14.0	63.0	#799cf8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008283	0.0	-1443923658337.1135	#3b4cc0	#adc9fd	#b40426	#b40426
1618	1618	1618	1618	1618	1618	1618	1618	1618	Erysipelotrichaceae bacterium 6_1_45	1618	Clostridium sp. KNHs214	0.937319147358	1	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1619	1619	1619	1619	1619	1619	1619	1619	1619	Clostridium sp. KNHs214	1619	Erysipelotrichaceae bacterium 6_1_45	0.937319147358	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	291.0	14.0	63.0	#b5cdfa	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.016543000000000002	0.0	-1443923658337.1135	#3b4cc0	#b7cff9	#b40426	#b40426
1620	1620	1620	1620	1620	1620	1620	1620	1620	Erysipelotrichaceae bacterium 6_1_45	1620	Collinsella stercoris	0.937319147358	1	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1621	1621	1621	1621	1621	1621	1621	1621	1621	Collinsella stercoris	1621	Erysipelotrichaceae bacterium 6_1_45	0.937319147358	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	418.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008968	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1622	1622	1622	1622	1622	1622	1622	1622	1622	Erysipelotrichaceae bacterium 6_1_45	1622	Eggerthella sp. YY7918	0.937319147358	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1623	1623	1623	1623	1623	1623	1623	1623	1623	Eggerthella sp. YY7918	1623	Erysipelotrichaceae bacterium 6_1_45	0.937319147358	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	416.0	14.0	63.0	#5875e1	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008966	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1624	1624	1624	1624	1624	1624	1624	1624	1624	Erysipelotrichaceae bacterium 6_1_45	1624	Erysipelotrichaceae bacterium 2_2_44A	0.97447118045	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1625	1625	1625	1625	1625	1625	1625	1625	1625	Erysipelotrichaceae bacterium 2_2_44A	1625	Erysipelotrichaceae bacterium 6_1_45	0.97447118045	3	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	377.0	14.0	63.0	#7396f5	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008522	0.0	-1443923658337.1135	#3b4cc0	#adc9fd	#b40426	#b40426
1626	1626	1626	1626	1626	1626	1626	1626	1626	Escherichia coli	1626	Cellulomonas carbonis	0.963399520139	8	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	27.0	#8000ff	#9efaa2	331.0	14.0	63.0	#97b8ff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.001286	0.0	-1443923658337.1135	#3b4cc0	#b1cbfc	#b40426	#b40426
1627	1627	1627	1627	1627	1627	1627	1627	1627	Cellulomonas carbonis	1627	Escherichia coli	0.963399520139	2	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	27.0	#8000ff	#9efaa2	399.0	14.0	63.0	#6384eb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008907	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1628	1628	1628	1628	1628	1628	1628	1628	1628	Escherichia coli	1628	Clostridium sp. KLE 1755	0.947864905655	8	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	27.0	#8000ff	#9efaa2	331.0	14.0	63.0	#97b8ff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.001286	0.0	-1443923658337.1135	#3b4cc0	#b1cbfc	#b40426	#b40426
1629	1629	1629	1629	1629	1629	1629	1629	1629	Clostridium sp. KLE 1755	1629	Escherichia coli	0.947864905655	2	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	27.0	#8000ff	#9efaa2	429.0	14.0	63.0	#4f69d9	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.009314	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1630	1630	1630	1630	1630	1630	1630	1630	1630	Escherichia coli	1630	Enterorhabdus mucosicola	0.999247994857	8	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	27.0	#8000ff	#9efaa2	331.0	14.0	63.0	#97b8ff	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	0.001286	0.0	-1443923658337.1135	#3b4cc0	#b1cbfc	#b40426	#b40426
1631	1631	1631	1631	1631	1631	1631	1631	1631	Enterorhabdus mucosicola	1631	Escherichia coli	0.999247994857	1	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	27.0	#8000ff	#9efaa2	351.0	14.0	63.0	#88abfd	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.001011	0.0	-1443923658337.1135	#3b4cc0	#afcafc	#b40426	#b40426
1632	1632	1632	1632	1632	1632	1632	1632	1632	Eubacterium desmolans	1632	[Bacteroides] pectinophilus	0.8351158157690001	4	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1633	1633	1633	1633	1633	1633	1633	1633	1633	[Bacteroides] pectinophilus	1633	Eubacterium desmolans	0.8351158157690001	12	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	445.0	14.0	63.0	#445acc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.016916	0.0	-1443923658337.1135	#3b4cc0	#a9c6fd	#b40426	#b40426
1634	1634	1634	1634	1634	1634	1634	1634	1634	Eubacterium desmolans	1634	[Clostridium] aminophilum	0.869385764782	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1635	1635	1635	1635	1635	1635	1635	1635	1635	[Clostridium] aminophilum	1635	Eubacterium desmolans	0.869385764782	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	405.0	14.0	63.0	#5f7fe8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008928	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1636	1636	1636	1636	1636	1636	1636	1636	1636	Eubacterium desmolans	1636	[Clostridium] innocuum	0.869385764782	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1637	1637	1637	1637	1637	1637	1637	1637	1637	[Clostridium] innocuum	1637	Eubacterium desmolans	0.869385764782	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	433.0	14.0	63.0	#4b64d5	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.009493999999999999	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
1638	1638	1638	1638	1638	1638	1638	1638	1638	Eubacterium desmolans	1638	[Clostridium] scindens	0.856601327923	4	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#7610ff	417.0	14.0	63.0	#5673e0	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.000192	-0.008967000000000001	0.0	-1443923658337.1135	#3b4cc0	#abc8fd	#b40426	#b40426
